date,city,temperature,rainfall,humidity
2024-03-12,Miami,34.49,12.34,23.37
2024-03-13,Miami,32.84,9.49,97.15
2024-03-14,Miami,34.78,0.0,100.0
2024-03-15,Miami,38.23,5.39,43.75
2024-03-16,Miami,34.99,1.2,66.62
2024-03-17,Miami,38.03,6.4,38.45
2024-03-18,Miami,37.92,3.57,73.74
2024-03-19,Miami,38.14,0.0,59.28
2024-03-20,Miami,34.18,0.0,66.93
2024-03-21,Miami,40.3,0.0,59.35
2024-03-22,Miami,36.58,2.62,57.74
2024-03-23,Miami,32.73,3.16,44.86
2024-03-24,Miami,30.97,7.97,79.17
2024-03-25,Miami,35.47,3.15,81.49
2024-03-26,Miami,35.84,6.52,54.05
2024-03-27,Miami,38.02,3.6,63.88
2024-03-28,Miami,32.87,3.43,43.36
2024-03-29,Miami,34.14,0.0,38.68
2024-03-30,Miami,39.67,8.66,98.41
2024-03-31,Miami,32.98,2.36,34.13
2024-04-01,Miami,34.04,0.0,84.79
2024-04-02,Miami,34.63,7.34,72.08
2024-04-03,Miami,40.02,0.0,85.18
2024-04-04,Miami,37.7,0.0,80.14
2024-04-05,Miami,36.07,0.86,43.52
2024-04-06,Miami,33.94,12.25,60.01
2024-04-07,Miami,36.92,0.0,44.4
2024-04-08,Miami,37.5,0.0,51.7
2024-04-09,Miami,35.38,2.56,56.42
2024-04-10,Miami,36.08,5.46,74.69
2024-04-11,Miami,33.29,0.58,83.9
2024-04-12,Miami,37.01,0.0,67.03
2024-04-13,Miami,31.23,2.23,97.96
2024-04-14,Miami,33.25,0.0,75.28
2024-04-15,Miami,32.02,0.0,71.93
2024-04-16,Miami,33.79,0.82,74.88
2024-04-17,Miami,35.86,3.33,53.22
2024-04-18,Miami,35.7,1.38,69.16
2024-04-19,Miami,33.92,1.09,40.2
2024-04-20,Miami,34.79,0.0,37.72
2024-04-21,Miami,35.31,3.06,75.66
2024-04-22,Miami,33.87,4.04,71.02
2024-04-23,Miami,35.56,0.0,62.99
2024-04-24,Miami,35.33,2.04,18.27
2024-04-25,Miami,34.85,13.06,52.8
2024-04-26,Miami,33.01,3.87,66.25
2024-04-27,Miami,36.77,0.0,74.63
2024-04-28,Miami,35.49,1.29,66.77
2024-04-29,Miami,36.29,6.36,37.14
2024-04-30,Miami,35.79,1.68,61.46
2024-05-01,Miami,34.21,1.25,83.83
2024-05-02,Miami,33.8,0.0,52.13
2024-05-03,Miami,34.24,8.15,72.06
2024-05-04,Miami,32.09,14.43,65.3
2024-05-05,Miami,36.24,1.24,70.67
2024-05-06,Miami,35.27,8.09,81.15
2024-05-07,Miami,35.24,0.42,48.57
2024-05-08,Miami,34.05,6.67,55.55
2024-05-09,Miami,35.41,9.26,41.67
2024-05-10,Miami,31.5,1.3,66.15
2024-05-11,Miami,32.02,8.76,68.48
2024-05-12,Miami,33.03,0.0,33.68
2024-05-13,Miami,33.4,0.0,80.25
2024-05-14,Miami,32.41,18.22,100.0
2024-05-15,Miami,32.24,1.47,79.91
2024-05-16,Miami,35.89,0.0,24.27
2024-05-17,Miami,31.12,4.91,69.94
2024-05-18,Miami,34.37,0.0,13.68
2024-05-19,Miami,33.82,0.0,19.63
2024-05-20,Miami,32.27,5.97,57.56
2024-05-21,Miami,30.93,1.2,52.59
2024-05-22,Miami,29.02,0.0,70.43
2024-05-23,Miami,32.22,2.84,40.1
2024-05-24,Miami,31.08,0.0,63.57
2024-05-25,Miami,34.16,0.0,48.28
2024-05-26,Miami,31.82,8.26,51.04
2024-05-27,Miami,29.64,0.0,62.07
2024-05-28,Miami,34.96,3.39,59.55
2024-05-29,Miami,31.38,1.94,43.74
2024-05-30,Miami,32.23,3.13,60.35
2024-05-31,Miami,28.49,8.52,73.29
2024-06-01,Miami,29.18,7.01,50.05
2024-06-02,Miami,28.58,0.0,24.58
2024-06-03,Miami,30.93,0.0,35.43
2024-06-04,Miami,25.68,1.57,56.99
2024-06-05,Miami,29.02,0.0,36.56
2024-06-06,Miami,30.45,0.0,66.33
2024-06-07,Miami,27.59,2.91,86.07
2024-06-08,Miami,30.38,0.0,65.14
2024-06-09,Miami,28.56,2.04,53.49
2024-06-10,Miami,28.56,3.06,40.13
2024-06-11,Miami,26.69,0.0,27.99
2024-06-12,Miami,26.12,2.8,42.14
2024-06-13,Miami,29.42,2.17,20.63
2024-06-14,Miami,29.54,6.05,40.12
2024-06-15,Miami,28.9,0.0,61.95
2024-06-16,Miami,25.37,0.0,52.34
2024-06-17,Miami,27.48,0.01,36.32
2024-06-18,Miami,26.76,3.35,59.1
2024-06-19,Miami,27.76,0.0,83.43
2024-06-20,Miami,24.87,4.44,83.64
2024-06-21,Miami,28.02,0.99,49.43
2024-06-22,Miami,28.96,0.0,40.6
2024-06-23,Miami,25.92,8.19,67.6
2024-06-24,Miami,24.61,0.45,47.71
2024-06-25,Miami,24.95,6.89,32.57
2024-06-26,Miami,29.42,6.14,81.82
2024-06-27,Miami,25.1,1.25,31.34
2024-06-28,Miami,24.81,4.47,85.92
2024-06-29,Miami,23.47,0.17,56.97
2024-06-30,Miami,22.72,4.96,45.52
2024-07-01,Miami,24.95,0.0,44.21
2024-07-02,Miami,25.16,0.92,52.56
2024-07-03,Miami,23.54,3.6,93.07
2024-07-04,Miami,25.11,6.98,32.2
2024-07-05,Miami,24.97,0.0,30.46
2024-07-06,Miami,23.0,7.96,79.0
2024-07-07,Miami,24.8,0.0,56.07
2024-07-08,Miami,24.74,2.88,23.12
2024-07-09,Miami,22.19,1.68,70.73
2024-07-10,Miami,19.41,1.19,62.86
2024-07-11,Miami,25.33,5.46,71.65
2024-07-12,Miami,21.86,0.0,52.14
2024-07-13,Miami,25.3,8.97,74.21
2024-07-14,Miami,23.98,3.9,48.88
2024-07-15,Miami,22.7,10.35,41.15
2024-07-16,Miami,26.02,0.39,86.51
2024-07-17,Miami,19.81,4.93,45.26
2024-07-18,Miami,19.63,3.09,80.19
2024-07-19,Miami,20.61,0.0,58.16
2024-07-20,Miami,21.96,4.74,78.99
2024-07-21,Miami,21.85,11.28,64.48
2024-07-22,Miami,21.12,0.0,54.75
2024-07-23,Miami,20.98,6.8,69.25
2024-07-24,Miami,19.13,2.86,73.43
2024-07-25,Miami,24.39,6.44,75.22
2024-07-26,Miami,21.3,3.94,84.99
2024-07-27,Miami,18.36,0.25,44.55
2024-07-28,Miami,21.63,8.15,48.06
2024-07-29,Miami,15.94,0.0,78.27
2024-07-30,Miami,21.64,4.14,54.4
2024-07-31,Miami,17.86,4.58,43.31
2024-08-01,Miami,24.64,4.85,48.39
2024-08-02,Miami,18.9,1.54,55.21
2024-08-03,Miami,22.21,2.93,45.37
2024-08-04,Miami,23.61,2.25,75.38
2024-08-05,Miami,18.47,3.82,66.22
2024-08-06,Miami,15.77,12.08,85.81
2024-08-07,Miami,18.62,0.0,66.95
2024-08-08,Miami,19.45,3.78,63.83
2024-08-09,Miami,20.15,9.24,71.36
2024-08-10,Miami,16.91,8.81,92.81
2024-08-11,Miami,25.18,0.0,64.86
2024-08-12,Miami,14.58,4.77,49.04
2024-08-13,Miami,22.47,0.0,26.22
2024-08-14,Miami,17.55,0.0,75.02
2024-08-15,Miami,14.24,2.14,18.44
2024-08-16,Miami,17.61,10.22,67.21
2024-08-17,Miami,16.41,1.84,60.36
2024-08-18,Miami,18.96,0.0,71.85
2024-08-19,Miami,12.49,0.0,50.23
2024-08-20,Miami,19.06,2.11,31.89
2024-08-21,Miami,15.71,2.99,58.42
2024-08-22,Miami,16.41,0.0,73.92
2024-08-23,Miami,16.43,1.56,100.0
2024-08-24,Miami,14.52,0.0,75.67
2024-08-25,Miami,15.9,0.41,44.38
2024-08-26,Miami,16.64,9.99,76.04
2024-08-27,Miami,18.79,0.0,36.98
2024-08-28,Miami,11.3,0.0,79.13
2024-08-29,Miami,17.92,0.89,59.55
2024-08-30,Miami,15.42,3.02,75.32
2024-08-31,Miami,13.48,3.5,78.65
2024-09-01,Miami,15.8,5.5,100.0
2024-09-02,Miami,16.34,3.97,45.24
2024-09-03,Miami,16.83,4.3,63.9
2024-09-04,Miami,14.35,3.03,89.24
2024-09-05,Miami,17.22,6.81,55.26
2024-09-06,Miami,17.75,3.4,40.98
2024-09-07,Miami,16.82,0.0,47.34
2024-09-08,Miami,16.5,3.49,36.22
2024-09-09,Miami,18.17,4.86,45.91
2024-09-10,Miami,12.92,1.28,51.08
2024-09-11,Miami,16.17,0.18,19.85
2024-09-12,Miami,15.11,0.47,72.67
2024-09-13,Miami,14.44,10.39,21.77
2024-09-14,Miami,18.42,0.88,77.19
2024-09-15,Miami,15.91,7.7,52.25
2024-09-16,Miami,13.51,9.1,57.73
2024-09-17,Miami,16.11,8.17,39.36
2024-09-18,Miami,16.82,0.0,57.36
2024-09-19,Miami,15.74,0.0,44.42
2024-09-20,Miami,18.27,6.43,58.75
2024-09-21,Miami,16.03,0.53,87.13
2024-09-22,Miami,15.12,3.16,82.92
2024-09-23,Miami,13.94,9.79,29.39
2024-09-24,Miami,18.74,0.14,55.15
2024-09-25,Miami,11.68,0.0,39.2
2024-09-26,Miami,14.23,1.31,79.16
2024-09-27,Miami,15.85,3.54,38.09
2024-09-28,Miami,13.67,10.99,45.3
2024-09-29,Miami,18.74,0.78,60.05
2024-09-30,Miami,17.57,8.36,57.78
2024-10-01,Miami,14.65,1.72,66.76
2024-10-02,Miami,17.22,2.02,72.38
2024-10-03,Miami,18.72,3.91,66.23
2024-10-04,Miami,12.42,0.0,67.77
2024-10-05,Miami,15.28,0.0,64.87
2024-10-06,Miami,15.36,7.64,61.72
2024-10-07,Miami,14.01,6.95,55.66
2024-10-08,Miami,16.58,0.0,47.0
2024-10-09,Miami,15.72,2.06,69.6
2024-10-10,Miami,15.05,0.0,51.34
2024-10-11,Miami,17.2,0.51,55.07
2024-10-12,Miami,17.62,0.0,29.14
2024-10-13,Miami,15.37,0.0,40.68
2024-10-14,Miami,15.38,4.46,59.81
2024-10-15,Miami,16.38,11.07,53.14
2024-10-16,Miami,16.37,0.0,43.07
2024-10-17,Miami,14.7,0.0,67.19
2024-10-18,Miami,20.62,0.0,51.67
2024-10-19,Miami,15.85,3.98,65.27
2024-10-20,Miami,18.6,0.0,12.26
2024-10-21,Miami,15.1,7.49,28.69
2024-10-22,Miami,10.14,4.86,64.87
2024-10-23,Miami,14.04,0.0,40.61
2024-10-24,Miami,16.51,0.0,69.88
2024-10-25,Miami,10.65,0.0,37.48
2024-10-26,Miami,15.92,0.0,75.96
2024-10-27,Miami,12.79,2.23,71.17
2024-10-28,Miami,20.3,0.0,66.49
2024-10-29,Miami,13.06,0.0,76.9
2024-10-30,Miami,16.74,7.89,32.53
2024-10-31,Miami,17.88,11.34,68.39
2024-11-01,Miami,17.48,2.04,28.58
2024-11-02,Miami,19.73,0.0,70.09
2024-11-03,Miami,13.99,0.0,88.7
2024-11-04,Miami,16.52,9.27,58.44
2024-11-05,Miami,13.63,6.46,48.2
2024-11-06,Miami,18.81,2.13,29.14
2024-11-07,Miami,17.85,12.98,69.86
2024-11-08,Miami,17.51,7.38,64.21
2024-11-09,Miami,18.15,0.0,64.68
2024-11-10,Miami,19.92,0.0,88.49
2024-11-11,Miami,17.77,0.0,79.95
2024-11-12,Miami,17.5,5.8,54.16
2024-11-13,Miami,18.07,4.47,65.82
2024-11-14,Miami,14.32,0.0,78.59
2024-11-15,Miami,18.17,0.0,32.83
2024-11-16,Miami,16.4,0.0,57.97
2024-11-17,Miami,17.49,0.0,58.64
2024-11-18,Miami,19.54,12.47,29.76
2024-11-19,Miami,21.26,6.87,44.42
2024-11-20,Miami,19.48,0.0,63.71
2024-11-21,Miami,22.23,5.03,70.17
2024-11-22,Miami,18.48,0.0,55.83
2024-11-23,Miami,21.89,0.0,38.9
2024-11-24,Miami,19.87,0.0,44.15
2024-11-25,Miami,18.91,0.0,40.52
2024-11-26,Miami,21.31,0.0,28.04
2024-11-27,Miami,18.79,5.66,56.06
2024-11-28,Miami,19.26,2.22,25.09
2024-11-29,Miami,21.33,3.92,51.81
2024-11-30,Miami,22.5,0.0,82.56
2024-12-01,Miami,20.95,0.32,59.6
2024-12-02,Miami,20.58,8.1,38.47
2024-12-03,Miami,19.42,7.18,48.09
2024-12-04,Miami,22.9,10.5,51.96
2024-12-05,Miami,22.62,0.0,75.09
2024-12-06,Miami,21.81,4.37,47.09
2024-12-07,Miami,18.25,4.52,18.73
2024-12-08,Miami,21.1,6.71,63.84
2024-12-09,Miami,25.79,7.13,46.92
2024-12-10,Miami,22.11,1.76,28.36
2024-12-11,Miami,20.33,0.0,19.28
2024-12-12,Miami,22.47,0.75,26.54
2024-12-13,Miami,23.35,5.58,64.54
2024-12-14,Miami,22.06,4.96,73.6
2024-12-15,Miami,23.49,0.0,65.53
2024-12-16,Miami,25.43,0.0,100.0
2024-12-17,Miami,22.16,2.16,46.55
2024-12-18,Miami,23.82,0.0,49.08
2024-12-19,Miami,21.36,2.68,79.89
2024-12-20,Miami,25.01,0.0,100.0
2024-12-21,Miami,24.48,0.0,63.14
2024-12-22,Miami,24.41,0.0,63.96
2024-12-23,Miami,23.01,0.0,46.27
2024-12-24,Miami,21.53,2.73,71.71
2024-12-25,Miami,25.6,6.1,66.49
2024-12-26,Miami,23.67,6.2,32.85
2024-12-27,Miami,23.11,0.0,81.6
2024-12-28,Miami,26.97,4.44,81.44
2024-12-29,Miami,23.5,3.74,57.5
2024-12-30,Miami,27.12,1.42,52.3
2024-01-01,Seattle,30.09,11.24,57.91
2024-01-02,Seattle,29.73,5.88,58.88
2024-01-03,Seattle,28.4,7.2,45.06
2024-01-04,Seattle,31.43,1.66,64.6
2024-01-05,Seattle,27.14,0.32,82.5
2024-01-06,Seattle,34.22,0.0,78.41
2024-01-07,Seattle,30.34,0.13,53.56
2024-01-08,Seattle,32.25,7.01,65.29
2024-01-09,Seattle,31.95,6.84,43.95
2024-01-10,Seattle,32.22,6.98,70.59
2024-01-11,Seattle,31.61,0.0,66.22
2024-01-12,Seattle,29.55,0.94,83.58
2024-01-13,Seattle,34.07,0.0,64.01
2024-01-14,Seattle,32.41,0.0,66.7
2024-01-15,Seattle,32.23,0.0,62.48
2024-01-16,Seattle,32.13,2.48,48.13
2024-01-17,Seattle,32.47,6.96,81.89
2024-01-18,Seattle,30.29,5.74,87.97
2024-01-19,Seattle,36.99,4.6,38.85
2024-01-20,Seattle,35.29,0.0,53.14
2024-01-21,Seattle,34.96,0.0,37.07
2024-01-22,Seattle,35.29,11.34,84.86
2024-01-23,Seattle,35.93,6.9,72.75
2024-01-24,Seattle,35.57,6.49,32.63
2024-01-25,Seattle,35.23,1.6,61.58
2024-01-26,Seattle,34.06,4.6,43.64
2024-01-27,Seattle,34.07,0.0,77.28
2024-01-28,Seattle,35.27,0.0,52.53
2024-01-29,Seattle,35.45,10.11,35.27
2024-01-30,Seattle,36.95,4.36,42.34
2024-01-31,Seattle,38.68,4.7,49.85
2024-02-01,Seattle,32.18,3.15,59.11
2024-02-02,Seattle,33.98,0.0,77.37
2024-02-03,Seattle,32.27,3.57,56.25
2024-02-04,Seattle,37.32,0.53,65.87
2024-02-05,Seattle,34.98,1.75,69.78
2024-02-06,Seattle,36.91,3.9,41.44
2024-02-07,Seattle,35.56,0.0,54.47
2024-02-08,Seattle,39.6,0.23,37.13
2024-02-09,Seattle,38.1,8.73,34.78
2024-02-10,Seattle,41.09,4.08,80.68
2024-02-11,Seattle,40.21,6.86,57.79
2024-02-12,Seattle,39.84,3.27,81.81
2024-02-13,Seattle,39.93,0.0,75.89
2024-02-14,Seattle,37.29,2.69,62.54
2024-02-15,Seattle,37.95,9.62,32.67
2024-02-16,Seattle,34.45,0.0,81.38
2024-02-17,Seattle,36.47,2.66,57.71
2024-02-18,Seattle,36.36,6.26,57.45
2024-02-19,Seattle,37.77,3.16,74.42
2024-02-20,Seattle,36.44,6.36,89.0
2024-02-21,Seattle,35.61,3.39,53.9
2024-02-22,Seattle,39.97,0.0,92.58
2024-02-23,Seattle,35.46,0.78,68.69
2024-02-24,Seattle,37.4,0.0,64.44
2024-02-25,Seattle,39.03,2.03,77.17
2024-02-26,Seattle,38.18,3.6,49.87
2024-02-27,Seattle,37.37,0.58,50.02
2024-02-28,Seattle,38.26,7.83,54.92
2024-02-29,Seattle,37.92,2.14,62.08
2024-03-01,Seattle,36.96,0.51,53.23
2024-03-02,Seattle,39.07,5.63,62.73
2024-03-03,Seattle,41.96,1.94,95.52
2024-03-04,Seattle,38.66,0.0,70.95
2024-03-05,Seattle,42.38,0.0,56.06
2024-03-06,Seattle,38.51,2.71,60.2
2024-03-07,Seattle,42.49,1.46,87.5
2024-03-08,Seattle,39.24,6.63,64.57
2024-03-09,Seattle,43.39,0.0,36.72
2024-03-10,Seattle,43.66,0.0,46.6
2024-03-11,Seattle,38.31,7.74,34.93
2024-03-12,Seattle,40.16,0.67,80.73
2024-03-13,Seattle,39.04,4.08,36.58
2024-03-14,Seattle,44.77,0.8,60.18
2024-03-15,Seattle,43.58,0.0,93.35
2024-03-16,Seattle,39.49,5.36,48.55
2024-03-17,Seattle,37.65,4.07,72.8
2024-03-18,Seattle,37.77,0.46,84.02
2024-03-19,Seattle,41.64,0.02,48.05
2024-03-20,Seattle,44.37,0.0,58.82
2024-03-21,Seattle,37.58,8.57,59.86
2024-03-22,Seattle,40.89,15.84,48.13
2024-03-23,Seattle,44.06,0.05,55.33
2024-03-24,Seattle,45.86,1.19,32.51
2024-03-25,Seattle,41.17,1.14,67.34
2024-03-26,Seattle,40.35,13.08,71.13
2024-03-27,Seattle,38.48,2.62,44.01
2024-03-28,Seattle,40.15,0.0,100.0
2024-03-29,Seattle,39.27,5.44,53.53
2024-03-30,Seattle,38.34,2.99,68.01
2024-03-31,Seattle,41.78,0.0,35.3
2024-04-01,Seattle,42.57,0.0,64.06
2024-04-02,Seattle,38.14,5.66,78.63
2024-04-03,Seattle,42.11,7.16,91.28
2024-04-04,Seattle,38.29,0.0,77.95
2024-04-05,Seattle,42.89,0.0,45.12
2024-04-06,Seattle,39.31,0.0,34.57
2024-04-07,Seattle,38.1,0.53,65.42
2024-04-08,Seattle,41.44,0.0,50.32
2024-04-09,Seattle,40.79,0.0,79.19
2024-04-10,Seattle,43.09,0.0,52.03
2024-04-11,Seattle,42.98,1.38,71.76
2024-04-12,Seattle,40.27,9.78,69.8
2024-04-13,Seattle,41.52,4.83,48.9
2024-04-14,Seattle,39.45,5.85,62.53
2024-04-15,Seattle,37.98,11.37,79.56
2024-04-16,Seattle,40.37,0.63,63.97
2024-04-17,Seattle,41.28,0.0,100.0
2024-04-18,Seattle,38.62,1.99,60.7
2024-04-19,Seattle,44.14,1.56,91.77
2024-04-20,Seattle,40.9,0.0,62.69
2024-04-21,Seattle,39.79,0.0,67.15
2024-04-22,Seattle,40.01,4.78,63.87
2024-04-23,Seattle,38.6,5.84,47.51
2024-04-24,Seattle,33.64,2.64,48.92
2024-04-25,Seattle,40.53,11.99,100.0
2024-04-26,Seattle,39.36,0.0,71.69
2024-04-27,Seattle,38.88,3.96,46.78
2024-04-28,Seattle,40.04,0.0,83.69
2024-04-29,Seattle,38.28,5.31,34.7
2024-04-30,Seattle,40.94,0.0,65.22
2024-05-01,Seattle,41.34,1.0,39.42
2024-05-02,Seattle,40.2,0.0,51.92
2024-05-03,Seattle,39.64,8.8,60.53
2024-05-04,Seattle,39.06,5.69,61.01
2024-05-05,Seattle,40.19,7.39,53.45
2024-05-06,Seattle,32.28,0.0,84.17
2024-05-07,Seattle,38.66,0.3,83.34
2024-05-08,Seattle,38.42,0.0,29.89
2024-05-09,Seattle,39.35,1.67,89.09
2024-05-10,Seattle,36.94,0.45,42.31
2024-05-11,Seattle,37.26,0.0,52.29
2024-05-12,Seattle,38.08,1.32,100.0
2024-05-13,Seattle,41.74,0.0,19.12
2024-05-14,Seattle,37.76,3.88,42.79
2024-05-15,Seattle,36.21,9.91,54.85
2024-05-16,Seattle,39.04,0.0,58.86
2024-05-17,Seattle,36.92,0.0,83.11
2024-05-18,Seattle,34.69,3.5,52.9
2024-05-19,Seattle,38.17,0.29,77.34
2024-05-20,Seattle,35.33,7.79,59.42
2024-05-21,Seattle,34.42,5.4,56.02
2024-05-22,Seattle,33.53,3.66,80.13
2024-05-23,Seattle,39.38,0.11,62.91
2024-05-24,Seattle,36.78,9.45,43.79
2024-05-25,Seattle,35.61,0.0,31.02
2024-05-26,Seattle,36.89,10.01,56.03
2024-05-27,Seattle,34.49,2.93,71.78
2024-05-28,Seattle,35.8,9.02,43.75
2024-05-29,Seattle,35.39,3.48,67.86
2024-05-30,Seattle,35.91,0.0,100.0
2024-05-31,Seattle,35.2,2.55,72.34
2024-06-01,Seattle,34.25,2.28,46.46
2024-06-02,Seattle,36.2,0.62,65.37
2024-06-03,Seattle,33.13,0.0,32.7
2024-06-04,Seattle,33.64,0.0,53.86
2024-06-05,Seattle,33.84,2.75,60.89
2024-06-06,Seattle,37.27,14.97,82.75
2024-06-07,Seattle,33.69,0.0,77.37
2024-06-08,Seattle,31.07,0.42,55.24
2024-06-09,Seattle,35.45,5.07,45.11
2024-06-10,Seattle,33.29,4.23,44.02
2024-06-11,Seattle,36.37,5.05,63.43
2024-06-12,Seattle,34.57,0.0,47.47
2024-06-13,Seattle,32.78,4.5,64.02
2024-06-14,Seattle,32.62,5.75,56.52
2024-06-15,Seattle,31.91,3.27,39.74
2024-06-16,Seattle,29.76,1.97,46.85
2024-06-17,Seattle,32.45,0.0,84.18
2024-06-18,Seattle,31.47,0.0,67.56
2024-06-19,Seattle,29.87,0.0,67.62
2024-06-20,Seattle,31.57,0.0,72.07
2024-06-21,Seattle,30.66,0.63,42.08
2024-06-22,Seattle,32.72,8.66,22.78
2024-06-23,Seattle,32.17,6.28,51.57
2024-06-24,Seattle,29.51,4.1,80.03
2024-06-25,Seattle,33.39,3.83,61.96
2024-06-26,Seattle,29.64,6.33,76.2
2024-06-27,Seattle,28.99,3.82,73.06
2024-06-28,Seattle,32.85,1.63,42.85
2024-06-29,Seattle,29.91,0.0,58.98
2024-06-30,Seattle,30.25,12.73,77.89
2024-07-01,Seattle,32.51,4.36,52.65
2024-07-02,Seattle,29.85,1.08,63.76
2024-07-03,Seattle,31.01,2.0,54.19
2024-07-04,Seattle,28.87,0.0,85.67
2024-07-05,Seattle,34.3,8.0,34.82
2024-07-06,Seattle,31.29,7.12,51.93
2024-07-07,Seattle,30.52,0.0,90.58
2024-07-08,Seattle,30.1,0.0,73.4
2024-07-09,Seattle,31.32,2.99,69.59
2024-07-10,Seattle,28.89,0.0,56.97
2024-07-11,Seattle,29.91,1.36,76.02
2024-07-12,Seattle,27.91,0.37,76.62
2024-07-13,Seattle,28.97,0.0,80.68
2024-07-14,Seattle,26.98,0.0,10.0
2024-07-15,Seattle,27.08,8.54,18.55
2024-07-16,Seattle,26.12,4.2,15.1
2024-07-17,Seattle,26.84,7.7,100.0
2024-07-18,Seattle,28.27,0.0,40.8
2024-07-19,Seattle,27.82,3.4,97.16
2024-07-20,Seattle,29.31,2.42,53.3
2024-07-21,Seattle,33.23,5.13,46.62
2024-07-22,Seattle,26.59,0.0,11.91
2024-07-23,Seattle,27.51,10.91,27.39
2024-07-24,Seattle,26.83,0.0,70.43
2024-07-25,Seattle,26.22,0.0,40.38
2024-07-26,Seattle,24.75,8.72,85.87
2024-07-27,Seattle,25.63,8.14,56.54
2024-07-28,Seattle,25.45,2.29,65.7
2024-07-29,Seattle,24.84,2.11,75.75
2024-07-30,Seattle,26.06,2.21,69.88
2024-07-31,Seattle,26.98,1.69,50.52
2024-08-01,Seattle,25.88,0.0,55.79
2024-08-02,Seattle,20.41,0.0,23.48
2024-08-03,Seattle,27.3,2.07,34.76
2024-08-04,Seattle,26.05,6.94,70.17
2024-08-05,Seattle,24.54,3.16,78.03
2024-08-06,Seattle,23.84,2.15,54.86
2024-08-07,Seattle,21.42,6.58,100.0
2024-08-08,Seattle,22.76,6.81,43.16
2024-08-09,Seattle,24.64,9.54,49.59
2024-08-10,Seattle,24.21,0.0,46.72
2024-08-11,Seattle,20.3,4.15,76.63
2024-08-12,Seattle,23.54,3.43,53.49
2024-08-13,Seattle,25.33,2.65,20.29
2024-08-14,Seattle,25.61,0.05,34.59
2024-08-15,Seattle,22.73,0.0,35.0
2024-08-16,Seattle,23.77,3.13,66.13
2024-08-17,Seattle,23.37,0.0,58.91
2024-08-18,Seattle,22.37,0.0,44.55
2024-08-19,Seattle,24.91,9.94,73.03
2024-08-20,Seattle,26.11,2.43,94.85
2024-08-21,Seattle,27.02,0.0,64.43
2024-08-22,Seattle,22.98,0.0,69.84
2024-08-23,Seattle,22.78,0.0,59.47
2024-08-24,Seattle,25.0,2.91,72.54
2024-08-25,Seattle,21.94,4.26,35.82
2024-08-26,Seattle,21.4,1.49,34.47
2024-08-27,Seattle,20.64,3.57,62.6
2024-08-28,Seattle,23.82,0.0,61.15
2024-08-29,Seattle,20.77,5.53,83.81
2024-08-30,Seattle,22.99,7.31,60.65
2024-08-31,Seattle,23.55,2.38,39.5
2024-09-01,Seattle,22.35,0.0,100.0
2024-09-02,Seattle,21.11,5.23,59.75
2024-09-03,Seattle,19.23,0.0,74.98
2024-09-04,Seattle,24.72,0.0,26.87
2024-09-05,Seattle,20.9,0.0,46.99
2024-09-06,Seattle,22.7,1.75,43.41
2024-09-07,Seattle,22.59,5.33,53.26
2024-09-08,Seattle,21.63,4.6,68.52
2024-09-09,Seattle,21.37,9.16,71.65
2024-09-10,Seattle,20.33,0.0,48.84
2024-09-11,Seattle,22.44,0.0,51.5
2024-09-12,Seattle,23.24,2.96,83.97
2024-09-13,Seattle,22.67,0.0,57.96
2024-09-14,Seattle,23.0,0.0,68.39
2024-09-15,Seattle,20.9,0.0,62.39
2024-09-16,Seattle,19.26,0.0,60.18
2024-09-17,Seattle,17.04,0.0,100.0
2024-09-18,Seattle,22.16,0.0,88.08
2024-09-19,Seattle,18.85,0.0,37.02
2024-09-20,Seattle,21.31,8.84,40.02
2024-09-21,Seattle,16.65,7.45,91.08
2024-09-22,Seattle,16.76,4.3,64.53
2024-09-23,Seattle,19.15,0.0,79.84
2024-09-24,Seattle,21.07,3.27,47.56
2024-09-25,Seattle,19.09,0.0,55.44
2024-09-26,Seattle,23.56,0.0,29.55
2024-09-27,Seattle,21.54,5.1,48.28
2024-09-28,Seattle,19.97,3.32,56.89
2024-09-29,Seattle,22.66,14.19,25.82
2024-09-30,Seattle,23.12,2.53,87.76
2024-10-01,Seattle,22.11,2.31,75.2
2024-10-02,Seattle,19.88,0.0,76.22
2024-10-03,Seattle,18.99,5.21,60.61
2024-10-04,Seattle,16.03,0.0,66.7
2024-10-05,Seattle,19.89,0.0,86.42
2024-10-06,Seattle,21.06,4.22,50.53
2024-10-07,Seattle,21.8,11.17,45.3
2024-10-08,Seattle,24.09,3.99,42.61
2024-10-09,Seattle,25.21,3.96,73.53
2024-10-10,Seattle,20.28,0.0,63.36
2024-10-11,Seattle,24.01,0.45,59.46
2024-10-12,Seattle,23.79,0.5,70.21
2024-10-13,Seattle,22.67,1.02,66.2
2024-10-14,Seattle,22.28,0.0,76.32
2024-10-15,Seattle,19.91,0.0,29.46
2024-10-16,Seattle,20.04,0.0,51.98
2024-10-17,Seattle,22.32,0.0,20.51
2024-10-18,Seattle,19.65,4.31,65.78
2024-10-19,Seattle,19.67,7.85,46.83
2024-10-20,Seattle,22.19,0.19,42.62
2024-10-21,Seattle,20.11,5.67,67.22
2024-10-22,Seattle,23.32,3.8,27.78
2024-10-23,Seattle,25.68,3.88,70.29
2024-10-24,Seattle,20.76,7.57,38.14
2024-10-25,Seattle,22.81,0.0,73.54
2024-10-26,Seattle,19.5,3.38,87.15
